Universe,Universe_Group,Opportunity_Type,Opportunity_Eligible,Symbol,Raw_Symbol,Name,Category,ISIN,Include,Source
Stock,Nifty50,Stock,Yes,APOLLOHOSP.NS,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Healthcare,INE437A01024,Yes,Nifty50
Stock,Nifty50,Stock,Yes,ASIANPAINT.NS,ASIANPAINT,Asian Paints Ltd.,Consumer Durables,INE021A01026,Yes,Nifty50
Stock,Nifty50,Stock,Yes,AXISBANK.NS,AXISBANK,Axis Bank Ltd.,Financial Services,INE238A01034,Yes,Nifty50
Stock,Nifty50,Stock,Yes,BAJAJ-AUTO.NS,BAJAJ-AUTO,Bajaj Auto Ltd.,Automobile and Auto Components,INE917I01010,Yes,Nifty50
Stock,Nifty50,Stock,Yes,BAJAJFINSV.NS,BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,INE918I01026,Yes,Nifty50
Stock,Nifty50,Stock,Yes,BAJFINANCE.NS,BAJFINANCE,Bajaj Finance Ltd.,Financial Services,INE296A01032,Yes,Nifty50
Stock,Nifty50,Stock,Yes,BEL.NS,BEL,Bharat Electronics Ltd.,Capital Goods,INE263A01024,Yes,Nifty50
Stock,Nifty50,Stock,Yes,BHARTIARTL.NS,BHARTIARTL,Bharti Airtel Ltd.,Telecommunication,INE397D01024,Yes,Nifty50
Stock,Nifty50,Stock,Yes,CIPLA.NS,CIPLA,Cipla Ltd.,Healthcare,INE059A01026,Yes,Nifty50
Stock,Nifty50,Stock,Yes,COALINDIA.NS,COALINDIA,Coal India Ltd.,Oil Gas & Consumable Fuels,INE522F01014,Yes,Nifty50
Stock,Nifty50,Stock,Yes,DRREDDY.NS,DRREDDY,Dr. Reddy's Laboratories Ltd.,Healthcare,INE089A01031,Yes,Nifty50
Stock,Nifty50,Stock,Yes,EICHERMOT.NS,EICHERMOT,Eicher Motors Ltd.,Automobile and Auto Components,INE066A01021,Yes,Nifty50
Stock,Nifty50,Stock,Yes,ETERNAL.NS,ETERNAL,Eternal Ltd.,Consumer Services,INE758T01015,Yes,Nifty50
Stock,Nifty50,Stock,Yes,GRASIM.NS,GRASIM,Grasim Industries Ltd.,Construction Materials,INE047A01021,Yes,Nifty50
Stock,Nifty50,Stock,Yes,HCLTECH.NS,HCLTECH,HCL Technologies Ltd.,Information Technology,INE860A01027,Yes,Nifty50
Stock,Nifty50,Stock,Yes,HDFCBANK.NS,HDFCBANK,HDFC Bank Ltd.,Financial Services,INE040A01034,Yes,Nifty50
Stock,Nifty50,Stock,Yes,HDFCLIFE.NS,HDFCLIFE,HDFC Life Insurance Company Ltd.,Financial Services,INE795G01014,Yes,Nifty50
Stock,Nifty50,Stock,Yes,HINDALCO.NS,HINDALCO,Hindalco Industries Ltd.,Metals & Mining,INE038A01020,Yes,Nifty50
Stock,Nifty50,Stock,Yes,HINDUNILVR.NS,HINDUNILVR,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,INE030A01027,Yes,Nifty50
Stock,Nifty50,Stock,Yes,ICICIBANK.NS,ICICIBANK,ICICI Bank Ltd.,Financial Services,INE090A01021,Yes,Nifty50
Stock,Nifty50,Stock,Yes,INDIGO.NS,INDIGO,InterGlobe Aviation Ltd.,Services,INE646L01027,Yes,Nifty50
Stock,Nifty50,Stock,Yes,INFY.NS,INFY,Infosys Ltd.,Information Technology,INE009A01021,Yes,Nifty50
Stock,Nifty50,Stock,Yes,ITC.NS,ITC,ITC Ltd.,Fast Moving Consumer Goods,INE154A01025,Yes,Nifty50
Stock,Nifty50,Stock,Yes,JIOFIN.NS,JIOFIN,Jio Financial Services Ltd.,Financial Services,INE758E01017,Yes,Nifty50
Stock,Nifty50,Stock,Yes,JSWSTEEL.NS,JSWSTEEL,JSW Steel Ltd.,Metals & Mining,INE019A01038,Yes,Nifty50
Stock,Nifty50,Stock,Yes,KOTAKBANK.NS,KOTAKBANK,Kotak Mahindra Bank Ltd.,Financial Services,INE237A01036,Yes,Nifty50
Stock,Nifty50,Stock,Yes,LT.NS,LT,Larsen & Toubro Ltd.,Construction,INE018A01030,Yes,Nifty50
Stock,Nifty50,Stock,Yes,M&M.NS,M&M,Mahindra & Mahindra Ltd.,Automobile and Auto Components,INE101A01026,Yes,Nifty50
Stock,Nifty50,Stock,Yes,MARUTI.NS,MARUTI,Maruti Suzuki India Ltd.,Automobile and Auto Components,INE585B01010,Yes,Nifty50
Stock,Nifty50,Stock,Yes,MAXHEALTH.NS,MAXHEALTH,Max Healthcare Institute Ltd.,Healthcare,INE027H01010,Yes,Nifty50
Stock,Nifty50,Stock,Yes,NESTLEIND.NS,NESTLEIND,Nestle India Ltd.,Fast Moving Consumer Goods,INE239A01024,Yes,Nifty50
Stock,Nifty50,Stock,Yes,NTPC.NS,NTPC,NTPC Ltd.,Power,INE733E01010,Yes,Nifty50
Stock,Nifty50,Stock,Yes,ONGC.NS,ONGC,Oil & Natural Gas Corporation Ltd.,Oil Gas & Consumable Fuels,INE213A01029,Yes,Nifty50
Stock,Nifty50,Stock,Yes,POWERGRID.NS,POWERGRID,Power Grid Corporation of India Ltd.,Power,INE752E01010,Yes,Nifty50
Stock,Nifty50,Stock,Yes,RELIANCE.NS,RELIANCE,Reliance Industries Ltd.,Oil Gas & Consumable Fuels,INE002A01018,Yes,Nifty50
Stock,Nifty50,Stock,Yes,SBILIFE.NS,SBILIFE,SBI Life Insurance Company Ltd.,Financial Services,INE123W01016,Yes,Nifty50
Stock,Nifty50,Stock,Yes,SBIN.NS,SBIN,State Bank of India,Financial Services,INE062A01020,Yes,Nifty50
Stock,Nifty50,Stock,Yes,SHRIRAMFIN.NS,SHRIRAMFIN,Shriram Finance Ltd.,Financial Services,INE721A01047,Yes,Nifty50
Stock,Nifty50,Stock,Yes,SUNPHARMA.NS,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,Healthcare,INE044A01036,Yes,Nifty50
Stock,Nifty50,Stock,Yes,TATACONSUM.NS,TATACONSUM,Tata Consumer Products Ltd.,Fast Moving Consumer Goods,INE192A01025,Yes,Nifty50
Stock,Nifty50,Stock,Yes,TATASTEEL.NS,TATASTEEL,Tata Steel Ltd.,Metals & Mining,INE081A01020,Yes,Nifty50
Stock,Nifty50,Stock,Yes,TCS.NS,TCS,Tata Consultancy Services Ltd.,Information Technology,INE467B01029,Yes,Nifty50
Stock,Nifty50,Stock,Yes,TECHM.NS,TECHM,Tech Mahindra Ltd.,Information Technology,INE669C01036,Yes,Nifty50
Stock,Nifty50,Stock,Yes,TITAN.NS,TITAN,Titan Company Ltd.,Consumer Durables,INE280A01028,Yes,Nifty50
Stock,Nifty50,Stock,Yes,TMPV.NS,TMPV,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,INE155A01022,Yes,Nifty50
Stock,Nifty50,Stock,Yes,TRENT.NS,TRENT,Trent Ltd.,Consumer Services,INE849A01020,Yes,Nifty50
Stock,Nifty50,Stock,Yes,ULTRACEMCO.NS,ULTRACEMCO,UltraTech Cement Ltd.,Construction Materials,INE481G01011,Yes,Nifty50
Stock,Nifty50,Stock,Yes,WIPRO.NS,WIPRO,Wipro Ltd.,Information Technology,INE075A01022,Yes,Nifty50
Stock,NiftyMidcap150,Stock,Yes,360ONE.NS,360ONE,360 ONE WAM Ltd.,Financial Services,INE466L01038,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,3MINDIA.NS,3MINDIA,3M India Ltd.,Diversified,INE470A01017,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ABBOTINDIA.NS,ABBOTINDIA,Abbott India Ltd.,Healthcare,INE358A01014,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ABCAPITAL.NS,ABCAPITAL,Aditya Birla Capital Ltd.,Financial Services,INE674K01013,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ACC.NS,ACC,ACC Ltd.,Construction Materials,INE012A01025,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,AIAENG.NS,AIAENG,AIA Engineering Ltd.,Capital Goods,INE212H01026,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,AIIL.NS,AIIL,Authum Investment & Infrastructure Ltd.,Financial Services,INE206F01022,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,AJANTPHARM.NS,AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Healthcare,INE031B01049,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ALKEM.NS,ALKEM,Alkem Laboratories Ltd.,Healthcare,INE540L01014,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ANTHEM.NS,ANTHEM,Anthem Biosciences Ltd.,Healthcare,INE0CZ201020,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,APARINDS.NS,APARINDS,Apar Industries Ltd.,Capital Goods,INE372A01015,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,APLAPOLLO.NS,APLAPOLLO,APL Apollo Tubes Ltd.,Capital Goods,INE702C01027,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,APOLLOTYRE.NS,APOLLOTYRE,Apollo Tyres Ltd.,Automobile and Auto Components,INE438A01022,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ASHOKLEY.NS,ASHOKLEY,Ashok Leyland Ltd.,Capital Goods,INE208A01029,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ASTRAL.NS,ASTRAL,Astral Ltd.,Capital Goods,INE006I01046,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ATGL.NS,ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,INE399L01023,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,AUBANK.NS,AUBANK,AU Small Finance Bank Ltd.,Financial Services,INE949L01017,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,AUROPHARMA.NS,AUROPHARMA,Aurobindo Pharma Ltd.,Healthcare,INE406A01037,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,AWL.NS,AWL,AWL Agri Business Ltd.,Fast Moving Consumer Goods,INE699H01024,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,BAJAJHFL.NS,BAJAJHFL,Bajaj Housing Finance Ltd.,Financial Services,INE377Y01014,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,BALKRISIND.NS,BALKRISIND,Balkrishna Industries Ltd.,Automobile and Auto Components,INE787D01026,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,BANKINDIA.NS,BANKINDIA,Bank of India,Financial Services,INE084A01016,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,BDL.NS,BDL,Bharat Dynamics Ltd.,Capital Goods,INE171Z01026,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,BERGEPAINT.NS,BERGEPAINT,Berger Paints India Ltd.,Consumer Durables,INE463A01038,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,BHARATFORG.NS,BHARATFORG,Bharat Forge Ltd.,Automobile and Auto Components,INE465A01025,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,BHARTIHEXA.NS,BHARTIHEXA,Bharti Hexacom Ltd.,Telecommunication,INE343G01021,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,BHEL.NS,BHEL,Bharat Heavy Electricals Ltd.,Capital Goods,INE257A01026,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,BIOCON.NS,BIOCON,Biocon Ltd.,Healthcare,INE376G01013,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,BLUESTARCO.NS,BLUESTARCO,Blue Star Ltd.,Consumer Durables,INE472A01039,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,BSE.NS,BSE,BSE Ltd.,Financial Services,INE118H01025,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,COCHINSHIP.NS,COCHINSHIP,Cochin Shipyard Ltd.,Capital Goods,INE704P01025,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,COFORGE.NS,COFORGE,Coforge Ltd.,Information Technology,INE591G01025,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,COLPAL.NS,COLPAL,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,INE259A01022,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,CONCOR.NS,CONCOR,Container Corporation of India Ltd.,Services,INE111A01025,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,COROMANDEL.NS,COROMANDEL,Coromandel International Ltd.,Chemicals,INE169A01031,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,CRISIL.NS,CRISIL,CRISIL Ltd.,Financial Services,INE007A01025,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,DABUR.NS,DABUR,Dabur India Ltd.,Fast Moving Consumer Goods,INE016A01026,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,DALBHARAT.NS,DALBHARAT,Dalmia Bharat Ltd.,Construction Materials,INE00R701025,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,DIXON.NS,DIXON,Dixon Technologies (India) Ltd.,Consumer Durables,INE935N01020,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ENDURANCE.NS,ENDURANCE,Endurance Technologies Ltd.,Automobile and Auto Components,INE913H01037,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ESCORTS.NS,ESCORTS,Escorts Kubota Ltd.,Capital Goods,INE042A01014,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,EXIDEIND.NS,EXIDEIND,Exide Industries Ltd.,Automobile and Auto Components,INE302A01020,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,FEDERALBNK.NS,FEDERALBNK,Federal Bank Ltd.,Financial Services,INE171A01029,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,FLUOROCHEM.NS,FLUOROCHEM,Gujarat Fluorochemicals Ltd.,Chemicals,INE09N301011,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,FORTIS.NS,FORTIS,Fortis Healthcare Ltd.,Healthcare,INE061F01013,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,GICRE.NS,GICRE,General Insurance Corporation of India,Financial Services,INE481Y01014,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,GLAXO.NS,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,INE159A01016,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,GLENMARK.NS,GLENMARK,Glenmark Pharmaceuticals Ltd.,Healthcare,INE935A01035,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,GMRAIRPORT.NS,GMRAIRPORT,GMR Airports Ltd.,Services,INE776C01039,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,GODFRYPHLP.NS,GODFRYPHLP,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,INE260B01028,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,GODREJIND.NS,GODREJIND,Godrej Industries Ltd.,Diversified,INE233A01035,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,GODREJPROP.NS,GODREJPROP,Godrej Properties Ltd.,Realty,INE484J01027,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,GROWW.NS,GROWW,Billionbrains Garage Ventures Ltd.,Financial Services,INE0HOQ01053,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,GVT&D.NS,GVT&D,GE Vernova T&D India Ltd.,Capital Goods,INE200A01026,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,HAVELLS.NS,HAVELLS,Havells India Ltd.,Consumer Durables,INE176B01034,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,HDBFS.NS,HDBFS,HDB Financial Services Ltd.,Financial Services,INE756I01012,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,HEROMOTOCO.NS,HEROMOTOCO,Hero MotoCorp Ltd.,Automobile and Auto Components,INE158A01026,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,HEXT.NS,HEXT,Hexaware Technologies Ltd.,Information Technology,INE093A01041,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,HINDPETRO.NS,HINDPETRO,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,INE094A01015,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,HONAUT.NS,HONAUT,Honeywell Automation India Ltd.,Capital Goods,INE671A01010,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,HUDCO.NS,HUDCO,Housing & Urban Development Corporation Ltd.,Financial Services,INE031A01017,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ICICIAMC.NS,ICICIAMC,ICICI Prudential Asset Management Company Ltd.,Financial Services,INE346A01027,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ICICIGI.NS,ICICIGI,ICICI Lombard General Insurance Company Ltd.,Financial Services,INE765G01017,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ICICIPRULI.NS,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,Financial Services,INE726G01019,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,IDEA.NS,IDEA,Vodafone Idea Ltd.,Telecommunication,INE669E01016,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,IDFCFIRSTB.NS,IDFCFIRSTB,IDFC First Bank Ltd.,Financial Services,INE092T01019,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,INDIANB.NS,INDIANB,Indian Bank,Financial Services,INE562A01011,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,INDUSINDBK.NS,INDUSINDBK,IndusInd Bank Ltd.,Financial Services,INE095A01012,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,INDUSTOWER.NS,INDUSTOWER,Indus Towers Ltd.,Telecommunication,INE121J01017,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,IPCALAB.NS,IPCALAB,Ipca Laboratories Ltd.,Healthcare,INE571A01038,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,IRCTC.NS,IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,INE335Y01020,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,IREDA.NS,IREDA,Indian Renewable Energy Development Agency Ltd.,Financial Services,INE202E01016,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,ITCHOTELS.NS,ITCHOTELS,ITC Hotels Ltd.,Consumer Services,INE379A01028,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,JKCEMENT.NS,JKCEMENT,J.K. Cement Ltd.,Construction Materials,INE823G01014,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,JSL.NS,JSL,Jindal Stainless Ltd.,Metals & Mining,INE220G01021,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,JSWENERGY.NS,JSWENERGY,JSW Energy Ltd.,Power,INE121E01018,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,JSWINFRA.NS,JSWINFRA,JSW Infrastructure Ltd.,Services,INE880J01026,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,JUBLFOOD.NS,JUBLFOOD,Jubilant Foodworks Ltd.,Consumer Services,INE797F01020,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,KALYANKJIL.NS,KALYANKJIL,Kalyan Jewellers India Ltd.,Consumer Durables,INE303R01014,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,KEI.NS,KEI,KEI Industries Ltd.,Capital Goods,INE878B01027,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,KPITTECH.NS,KPITTECH,KPIT Technologies Ltd.,Information Technology,INE04I401011,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,KPRMILL.NS,KPRMILL,K.P.R. Mill Ltd.,Textiles,INE930H01031,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,LAURUSLABS.NS,LAURUSLABS,Laurus Labs Ltd.,Healthcare,INE947Q01028,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,LENSKART.NS,LENSKART,Lenskart Solutions Ltd.,Consumer Services,INE956O01016,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,LGEINDIA.NS,LGEINDIA,LG Electronics India Ltd.,Consumer Durables,INE324D01010,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,LICHSGFIN.NS,LICHSGFIN,LIC Housing Finance Ltd.,Financial Services,INE115A01026,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,LICI.NS,LICI,Life Insurance Corporation of India,Financial Services,INE0J1Y01017,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,LINDEINDIA.NS,LINDEINDIA,Linde India Ltd.,Chemicals,INE473A01011,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,LLOYDSME.NS,LLOYDSME,Lloyds Metals And Energy Ltd.,Metals & Mining,INE281B01032,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,LTF.NS,LTF,L&T Finance Ltd.,Financial Services,INE498L01015,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,LTTS.NS,LTTS,L&T Technology Services Ltd.,Information Technology,INE010V01017,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,LUPIN.NS,LUPIN,Lupin Ltd.,Healthcare,INE326A01037,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,M&MFIN.NS,M&MFIN,Mahindra & Mahindra Financial Services Ltd.,Financial Services,INE774D01024,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,MAHABANK.NS,MAHABANK,Bank of Maharashtra,Financial Services,INE457A01014,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,MANKIND.NS,MANKIND,Mankind Pharma Ltd.,Healthcare,INE634S01028,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,MARICO.NS,MARICO,Marico Ltd.,Fast Moving Consumer Goods,INE196A01026,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,MCX.NS,MCX,Multi Commodity Exchange of India Ltd.,Financial Services,INE745G01043,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,MEDANTA.NS,MEDANTA,Global Health Ltd.,Healthcare,INE474Q01031,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,MFSL.NS,MFSL,Max Financial Services Ltd.,Financial Services,INE180A01020,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,MOTILALOFS.NS,MOTILALOFS,Motilal Oswal Financial Services Ltd.,Financial Services,INE338I01027,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,MPHASIS.NS,MPHASIS,MphasiS Ltd.,Information Technology,INE356A01018,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,MRF.NS,MRF,MRF Ltd.,Automobile and Auto Components,INE883A01011,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,NAM-INDIA.NS,NAM-INDIA,Nippon Life India Asset Management Ltd.,Financial Services,INE298J01013,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,NATIONALUM.NS,NATIONALUM,National Aluminium Co. Ltd.,Metals & Mining,INE139A01034,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,NAUKRI.NS,NAUKRI,Info Edge (India) Ltd.,Consumer Services,INE663F01032,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,NHPC.NS,NHPC,NHPC Ltd.,Power,INE848E01016,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,NIACL.NS,NIACL,The New India Assurance Company Ltd.,Financial Services,INE470Y01017,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,NLCINDIA.NS,NLCINDIA,NLC India Ltd.,Power,INE589A01014,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,NMDC.NS,NMDC,NMDC Ltd.,Metals & Mining,INE584A01023,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,NTPCGREEN.NS,NTPCGREEN,NTPC Green Energy Ltd.,Power,INE0ONG01011,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,NYKAA.NS,NYKAA,FSN E-Commerce Ventures Ltd.,Consumer Services,INE388Y01029,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,OBEROIRLTY.NS,OBEROIRLTY,Oberoi Realty Ltd.,Realty,INE093I01010,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,OFSS.NS,OFSS,Oracle Financial Services Software Ltd.,Information Technology,INE881D01027,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,OIL.NS,OIL,Oil India Ltd.,Oil Gas & Consumable Fuels,INE274J01014,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,PAGEIND.NS,PAGEIND,Page Industries Ltd.,Textiles,INE761H01022,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,PATANJALI.NS,PATANJALI,Patanjali Foods Ltd.,Fast Moving Consumer Goods,INE619A01035,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,PAYTM.NS,PAYTM,One 97 Communications Ltd.,Financial Services,INE982J01020,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,PERSISTENT.NS,PERSISTENT,Persistent Systems Ltd.,Information Technology,INE262H01021,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,PETRONET.NS,PETRONET,Petronet LNG Ltd.,Oil Gas & Consumable Fuels,INE347G01014,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,PHOENIXLTD.NS,PHOENIXLTD,Phoenix Mills Ltd.,Realty,INE211B01039,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,PIIND.NS,PIIND,PI Industries Ltd.,Chemicals,INE603J01030,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,POLICYBZR.NS,POLICYBZR,PB Fintech Ltd.,Financial Services,INE417T01026,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,POLYCAB.NS,POLYCAB,Polycab India Ltd.,Capital Goods,INE455K01017,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,POWERINDIA.NS,POWERINDIA,Hitachi Energy India Ltd.,Capital Goods,INE07Y701011,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,PREMIERENE.NS,PREMIERENE,Premier Energies Ltd.,Capital Goods,INE0BS701011,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,PRESTIGE.NS,PRESTIGE,Prestige Estates Projects Ltd.,Realty,INE811K01011,Yes,NiftyMidcap150
Stock,NiftyMidcap150,Stock,Yes,RADICO.NS,RADICO,Radico Khaitan Ltd,Fast Moving Consumer Goods,INE944F01028,Yes,NiftyMidcap150
