Symbol,Raw_Symbol,Name,Universe_Group,Opportunity_Type,ISIN,AMFI_Scheme_Code,AMFI_Scheme_Name,Manual_NAV,Manual_NAV_Date,NAV_Source,NAV_Match_Method,NAV_Match_Score,AUM_Cr,TER,Tracking_Error,Tracking_Difference,Benchmark_Index,AUM_Source,TER_Source,Tracking_Error_Source,Tracking_Difference_Source,Benchmark_Source,Metadata_Confidence,Metadata_Flags,Last_Updated
MON50EQUAL.NS,MON50EQUAL,MOTILALAMC - MON50EQUAL,ETF,Equity ETF,INF247L01FC0,153532,MOTILAL OSWAL NIFTY 50 EQUAL WEIGHT ETF,33.3837,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,9140.51,0.0081,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MONEXT50.NS,MONEXT50,MOTILALAMC - MONEXT50,ETF,Equity ETF,INF247L01FD8,153535,MOTILAL OSWAL NIFTY NEXT 50 ETF,72.0457,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,221.02,0.0008,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MONIFTY100.NS,MONIFTY100,MOTILALAMC - MONIFTY100,ETF,Equity ETF,INF247L01GG9,153928,Motilal Oswal Nifty 100 ETF,25.4315,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,875.35,0.0079,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MONIFTY500.NS,MONIFTY500,MOTILALAMC-MONIFTY500,ETF,Equity ETF,INF247L01BU1,152106,Motilal Oswal Nifty 500 ETF,23.7959,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,20829.01,0.009,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MONQ50.NS,MONQ50,MOTILALAMC-MONQ50,ETF,International ETF,INF247L01AU3,149438,Motilal Oswal Nasdaq Q50 ETF,121.0831,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,13381.17,0.004,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MOPSE.NS,MOPSE,MOTILALAMC - MOPSE,ETF,Equity ETF,INF247L01FO5,153608,Motilal Oswal Nifty PSE ETF,101.5644,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,149.87,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MOQUALITY.NS,MOQUALITY,MOTILALAMC-MOQUALITY,ETF,International ETF,INF247L01BH8,150520,Motilal Oswal BSE Quality ETF,200.8565,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1916.69,0.0175,,,Equity Scheme - Sectoral/ Thematic,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MOREALTY.NS,MOREALTY,MOTILALAMC-MOREALTY,ETF,Equity ETF,INF247L01CI4,152541,Motilal Oswal Nifty Realty ETF,88.8992,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,26239.88,0.0074,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MOSERVICE.NS,MOSERVICE,MOTILALAMC - MOSERVICE,ETF,Equity ETF,INF247L01GJ3,154033,Motilal Oswal Nifty Services Sector ETF,31.1929,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,516.68,0.0045,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MOSILVER.NS,MOSILVER,MOTILALAMC - MOSILVER,ETF,Commodity ETF,INF247L01FZ1,153820,Motilal Oswal Silver ETF,229.0785,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,19055.61,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MOSMALL250.NS,MOSMALL250,MOTILALAMC-MOSMALL250,ETF,Equity ETF,INF247L01CH6,152546,Motilal Oswal Nifty Smallcap 250 ETF,18.0603,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,16035.74,0.0077,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MOTOUR.NS,MOTOUR,MOTILALAMC - MOTOUR,ETF,Equity ETF,INF247L01FP2,153618,Motilal Oswal Nifty India Tourism ETF,80.8117,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,847.13,0.0045,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MOVALUE.NS,MOVALUE,MOTILALAMC-MOVALUE,ETF,International ETF,INF247L01BE5,150517,Motilal Oswal BSE Enhanced Value ETF,114.387,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,13597.39,0.003,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MSCI360.NS,MSCI360,360ONEAMC - MSCI360,ETF,Equity ETF,INF579M01BP5,154366,360 ONE MSCI India ETF,10.109,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,,0.0039,,,Other Scheme - Other  ETFs,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.6,AUM missing; Tracking quality metric missing,2026-07-04 05:36:46
MSCIADD.NS,MSCIADD,DSPAMC - MSCIADD,ETF,Equity ETF,INF740KA1WV7,153975,DSP MSCI INDIA ETF,29.5769,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,579.67,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MSCIINDIA.NS,MSCIINDIA,KOTAKMAMC - MSCIINDIA,ETF,Equity ETF,INF174KA1VD2,153314,Kotak MSCI India ETF,29.865,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,520.55,0.0016,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
MULTICAP.NS,MULTICAP,MIRAEAMC - MULTICAP,ETF,Equity ETF,INF769K01LX9,152811,Mirae Asset Nifty500 Multicap 50:25:25 ETF,16.6505,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,6493.04,0.015,,,Equity Scheme - Multi Cap Fund,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NETF.NS,NETF,TATAAML-NETF,ETF,International ETF,INF277K015R5,145801,Tata Nifty 50 Exchange Traded Fund,263.7398,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,72396.41,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NEXT30ADD.NS,NEXT30ADD,DSPAMC - NEXT30ADD,ETF,Equity ETF,INF740KA1VE5,153228,DSP BSE SENSEX Next 30 ETF,42.3847,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,4305.18,0.008,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NEXT50.NS,NEXT50,MIRAEAMC-MANXT50,ETF,Equity ETF,INF769K01FN2,147906,Mirae Asset Nifty Next 50 ETF,744.3617,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,13992.1,0.0008,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NEXT50ADD.NS,NEXT50ADD,DSPAMC - NEXT50ADD,ETF,Equity ETF,INF740KA1XU7,154087,DSP Nifty Next 50 ETF,72.4818,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,675.45,0.0008,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NEXT50BETA.NS,NEXT50BETA,UTIAMC -NEXT50BETA,ETF,Equity ETF,INF789F1AUW9,141665,UTI Nifty Next 50 Exchange Traded Fund,77.8888,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,13992.1,0.0008,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NEXT50ETF.NS,NEXT50ETF,KOTAKMAMC - NEXT50ETF,ETF,Equity ETF,INF174KA1YO3,154101,Kotak Nifty Next 50 ETF,72.635,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,801.94,0.0008,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NEXT50IETF.NS,NEXT50IETF,ICICIPRAMC-ICICINXT50,ETF,Equity ETF,INF109KC1NS5,144587,ICICI Prudential Nifty Next 50 ETF,76.091,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,13992.1,0.0008,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NIF100BEES.NS,NIF100BEES,NIPINDETFNIFTY100,ETF,Equity ETF,INF204K014N5,121146,Nippon India ETF Nifty 100,268.1474,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,31831.6,0.0079,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NIF100IETF.NS,NIF100IETF,ICICIPruNifty100ETF,ETF,Equity ETF,INF109KC16V9,123004,ICICI Prudential Nifty 100 ETF,28.2061,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,15353.85,0.0079,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NIFTY1.NS,NIFTY1,KotakNiftyETF,ETF,Equity ETF,INF174K014P6,112351,Kotak Nifty 50 ETF,268.8466,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,97044.57,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NIFTY100EW.NS,NIFTY100EW,KOTAKMAMC - NIFTY100EW,ETF,Equity ETF,INF174KA1UW4,153315,Kotak Nifty 100 Equal Weight ETF,34.94,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,672.12,0.0075,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NIFTYADD.NS,NIFTYADD,DSPAMC - DSPNIFTY,ETF,Equity ETF,INF740KA1CL0,149392,DSP Nifty 50 ETF,255.2555,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,21474.49,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NIFTYAXIS.NS,NIFTYAXIS,AXISAMC-NIFTYAXIS,ETF,Equity ETF,INF846K01W98,141545,Axis Nifty 50 ETF,268.1908,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,97044.57,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NIFTYBEES.NS,NIFTYBEES,NIPINDETFNIFTYBEES,ETF,Equity ETF,INF204KB14I2,140084,Nippon India ETF Nifty 50 BeES,276.0381,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.57,,,-0.0034,Nifty 50 TRI,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.8,TER missing,2026-07-04 05:36:46
NIFTYBETA.NS,NIFTYBETA,UTIAMC-NIFTYBETA,ETF,Equity ETF,INF789F1AZC0,135320,UTI Nifty 50 ETF,268.6392,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.68,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NIFTYBETF.NS,NIFTYBETF,BFAM-NIFTYBETF,ETF,Equity ETF,INF0QA701722,152356,Bajaj Finserv Nifty 50 ETF,249.3504,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,18696.4,0.0007,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NIFTYCASE.NS,NIFTYCASE,ZERODHAAMC - NIFTYCASE,ETF,Equity ETF,INF0R8F01166,153905,Zerodha Nifty 50 ETF,9.7239,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2358.47,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NIFTYETF.NS,NIFTYETF,MIRAEAMC-MAN50ETF,ETF,Equity ETF,INF769K01EG9,145633,Mirae Asset Nifty 50 ETF,263.5556,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,97044.57,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NIFTYIETF.NS,NIFTYIETF,ICICIPruNiftyETF,ETF,Equity ETF,INF109K012R6,121366,ICICI Prudential Nifty 50 ETF,274.6252,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,0.37,0.04,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NIFTYQLITY.NS,NIFTYQLITY,BIRLASLAMC-NIFTYQLITY,ETF,Equity ETF,INF209KB15K4,150497,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,20.8956,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,2517.43,0.0025,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NPBET.NS,NPBET,TATAAML-NPBET,ETF,Equity ETF,INF277K010X4,147614,Tata Nifty Private Bank Exchange Traded Fund,292.107,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,1106.22,0.0083,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NV20.NS,NV20,KOTAKMAMC-KTKNV20ETF,ETF,Equity ETF,INF174KA1ZE1,135744,Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option,14.1182,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,8460.76,,,,,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),,,,,0.55,TER missing; Tracking quality metric missing; Benchmark missing,2026-07-04 05:36:46
NV20BEES.NS,NV20BEES,NIPINDETFETFNV20,ETF,Equity ETF,INF204KB18I3,134782,Nippon India ETF Nifty 50 Value 20,141.3398,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,15286.26,0.0067,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
NV20IETF.NS,NV20IETF,ICICIPruNV20ETF,ETF,Equity ETF,INF109KC11V0,139455,ICICI Prudential Nifty50 Value 20 ETF,13.772,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,18727.68,0.0017,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
OILIETF.NS,OILIETF,ICICIPRAMC - OILIETF,ETF,Equity ETF,INF109KC18W3,152748,ICICI Prudential Nifty Oil & Gas ETF,11.3032,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,27176.68,0.0034,,,Other Scheme - Other  ETFs,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
PHARMABEES.NS,PHARMABEES,NIPPONAMC-NETFPHARMA,ETF,Equity ETF,INF204KC1089,149008,Nippon India Nifty Pharma ETF,26.4263,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,6759.05,0.0089,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
PSUBANK.NS,PSUBANK,KotakMahindraMutualFun,ETF,Equity ETF,INF373I01023,106929,Kotak Nifty PSU Bank ETF,842.4976,03-Jul-2026,AMFI_NAVAll,ISIN,1.0,23129.89,0.0085,,,Other Scheme - Index Funds,auto_amfi_aum_latest.csv (Import Symbol); auto_amfi_aum_latest.csv (Import ISIN),auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),,,auto_amfi_ter_tracking_latest.csv (Import Symbol); auto_amfi_ter_tracking_latest.csv (Import ISIN),0.85,Complete,2026-07-04 05:36:46
