Date,Symbol,Delivery_Pct
2026-07-03,SBFC,53.05
2026-07-03,SBGLP,78.94
2026-07-03,SBIBPB,60.65
2026-07-03,SBICARD,37.7
2026-07-03,SBIETFCON,91.47
2026-07-03,SBIETFIT,55.68
2026-07-03,SBIETFPB,60.21
2026-07-03,SBIETFQLTY,94.15
2026-07-03,SBILIFE,58.33
2026-07-03,SBILIQETF,97.98
2026-07-03,SBIMIDMOM,56.49
2026-07-03,SBIN,57.97
2026-07-03,SBINEQWETF,68.07
2026-07-03,SBINMID150,88.43
2026-07-03,SBISILVER,46.3
2026-07-03,SBISMLETF,57.14
2026-07-03,SBIVALETF,96.12
2026-07-03,SCANSTL,75.61
2026-07-03,SCHAEFFLER,38.8
2026-07-03,SCHAND,45.6
2026-07-03,SCHNEIDER,47.09
2026-07-03,SCI,38.38
2026-07-03,SCILAL,51.02
2026-07-03,SCODATUBES,50.79
2026-07-03,SCPL,49.39
2026-07-03,SDBL,55.09
2026-07-03,SEAMECLTD,47.66
2026-07-03,SECMARK,85.87
2026-07-03,SECURKLOUD,37.99
2026-07-03,SEDEMAC,33.2
2026-07-03,SEIL,55.32
2026-07-03,SELECTIPO,64.42
2026-07-03,SELMC,62.89
2026-07-03,SENCO,58.3
2026-07-03,SENORES,35.89
2026-07-03,SENSEXADD,92.33
2026-07-03,SENSEXAXIS,55.04
2026-07-03,SENSEXBETA,78.43
2026-07-03,SENSEXETF,76.97
2026-07-03,SENSEXIETF,84.6
2026-07-03,SEPC,41.76
2026-07-03,SERVOTECH,40.54
2026-07-03,SESHAPAPER,70.59
2026-07-03,SETF10GILT,62.01
2026-07-03,SETFGOLD,62.53
2026-07-03,SETFNIF50,74.33
2026-07-03,SETFNIFBK,81.15
2026-07-03,SETFNN50,69.98
2026-07-03,SETL,51.77
2026-07-03,SFL,48.84
2026-07-03,SGFIN,47.67
2026-07-03,SGIL,54.74
2026-07-03,SGL,89.92
2026-07-03,SGMART,63.85
2026-07-03,SHADOWFAX,51.68
2026-07-03,SHAH,51.4
2026-07-03,SHAHALLOYS,86.12
2026-07-03,SHAILY,56.56
2026-07-03,SHAKTIPUMP,35.06
2026-07-03,SHALBY,61.13
2026-07-03,SHALPAINTS,70.78
2026-07-03,SHANTI,60.24
2026-07-03,SHANTIGEAR,45.33
2026-07-03,SHANTIGOLD,43.58
2026-07-03,SHARDACROP,35.45
2026-07-03,SHARDAMOTR,58.77
2026-07-03,SHARDUL,71.72
2026-07-03,SHAREINDIA,44.11
2026-07-03,SHARIABEES,51.94
2026-07-03,SHBAJRG,82.12
2026-07-03,SHILCTECH,42.74
2026-07-03,SHILPAMED,45.91
2026-07-03,SHINDL,15.13
2026-07-03,SHIVATEX,78.33
2026-07-03,SHIVAUM,68.93
2026-07-03,SHK,52.13
2026-07-03,SHOPERSTOP,47.21
2026-07-03,SHRADHA,86.8
2026-07-03,SHREDIGCEM,59.66
2026-07-03,SHREECEM,30.86
2026-07-03,SHREEJISPG,29.76
2026-07-03,SHREEPUSHK,53.91
2026-07-03,SHREERAMA,57.58
2026-07-03,SHREYANIND,71.66
2026-07-03,SHRIKRISH,74.57
2026-07-03,SHRINGARMS,43.23
2026-07-03,SHRIPISTON,54.75
2026-07-03,SHRIRAMFIN,58.01
2026-07-03,SHRIRAMPPS,57.88
2026-07-03,SHYAMMETL,68.43
2026-07-03,SICAGEN,67.07
2026-07-03,SICALLOG,71.22
2026-07-03,SIEMENS,39.24
2026-07-03,SIGIND,88.56
2026-07-03,SIGMA,58.0
2026-07-03,SIGNATURE,14.43
2026-07-03,SIGNPOST,19.28
2026-07-03,SIKA,11.16
2026-07-03,SIKKO,80.95
2026-07-03,SIL,86.59
2026-07-03,SILGO,11.1
2026-07-03,SILINV,87.54
2026-07-03,SILLYMONKS,86.6
2026-07-03,SILVER,45.59
2026-07-03,SILVER1,44.1
2026-07-03,SILVER360,56.02
2026-07-03,SILVERADD,49.12
2026-07-03,SILVERAG,55.29
2026-07-03,SILVERAXIS,57.71
2026-07-03,SILVERBEES,41.94
2026-07-03,SILVERBETA,42.18
2026-07-03,SILVERBND,88.81
2026-07-03,SILVERCASE,46.49
2026-07-03,SILVERIETF,66.91
2026-07-03,SILVERTUC,32.24
2026-07-03,SIMPLEXINF,79.73
2026-07-03,SINCLAIR,55.81
2026-07-03,SINDHUTRAD,44.67
2026-07-03,SINGERIND,64.29
2026-07-03,SINTERCOM,86.94
2026-07-03,SIRCA,54.25
2026-07-03,SIS,49.8
2026-07-03,SIYSIL,50.84
2026-07-03,SJS,54.62
2026-07-03,SJVN,38.69
2026-07-03,SKFINDIA,50.61
2026-07-03,SKFINDUS,58.12
2026-07-03,SKIPPER,54.77
2026-07-03,SKMEGGPROD,30.26
2026-07-03,SKYGOLD,35.97
2026-07-03,SMALL250,37.04
2026-07-03,SMALLADD,98.69
2026-07-03,SMALLCAP,61.9
2026-07-03,SMALLGROWW,81.9
2026-07-03,SMALLIETF,75.72
2026-07-03,SMARTWORKS,61.25
2026-07-03,SMCGLOBAL,57.9
2026-07-03,SML100CASE,67.87
2026-07-03,SMLMAH,40.18
2026-07-03,SMLT,88.71
2026-07-03,SMSPHARMA,49.78
2026-07-03,SNOWMAN,61.76
2026-07-03,SNXT30BEES,78.81
2026-07-03,SNXT50BETA,56.08
2026-07-03,SOBHA,57.71
2026-07-03,SOLARA,50.91
2026-07-03,SOLARINDS,28.61
2026-07-03,SOLARWORLD,7.23
2026-07-03,SOLEX,53.28
2026-07-03,SOMANYCERA,64.1
2026-07-03,SOMATEX,61.44
2026-07-03,SOMICONVEY,66.57
2026-07-03,SONACOMS,40.22
2026-07-03,SONAL,100.0
2026-07-03,SONAMLTD,25.45
2026-07-03,SONATSOFTW,20.8
2026-07-03,SOTL,55.5
2026-07-03,SOUTHBANK,36.88
2026-07-03,SOUTHWEST,55.82
2026-07-03,SPAL,21.29
2026-07-03,SPANDANA,32.23
2026-07-03,SPARC,41.55
2026-07-03,SPCENET,64.11
2026-07-03,SPECIALITY,69.9
2026-07-03,SPECTRUM,48.65
2026-07-03,SPENCERS,60.46
2026-07-03,SPIC,51.17
2026-07-03,SPLIL,83.89
2026-07-03,SPLPETRO,64.42
2026-07-03,SPMLINFRA,49.36
2026-07-03,SPORTKING,42.07
2026-07-03,SRD,65.86
2026-07-03,SREEL,73.32
2026-07-03,SRF,55.05
2026-07-03,SRGHFL,97.69
2026-07-03,SRHHYPOLTD,64.76
2026-07-03,SRM,64.45
2026-07-03,SRTL,75.11
2026-07-03,SSDL,65.14
2026-07-03,SSWL,50.85
2026-07-03,STALLION,32.97
2026-07-03,STANLEY,67.35
2026-07-03,STAR,45.86
2026-07-03,STARCEMENT,53.26
2026-07-03,STARHEALTH,56.55
2026-07-03,STARPAPER,86.77
2026-07-03,STARTECK,3.83
2026-07-03,STCINDIA,49.33
2026-07-03,STEELCAS,57.07
2026-07-03,STEELCITY,81.88
2026-07-03,STEELXIND,49.9
2026-07-03,STEL,68.85
2026-07-03,STOVEKRAFT,51.19
2026-07-03,STUDDS,62.23
2026-07-03,STYL,56.62
2026-07-03,STYLAMIND,44.3
2026-07-03,STYRENIX,44.69
2026-07-03,SUBROS,40.69
2026-07-03,SUDARCOLOR,54.47
2026-07-03,SUDARSCHEM,59.17
2026-07-03,SUDEEPPHRM,41.81
2026-07-03,SUKHJITS,77.76
2026-07-03,SULA,61.76
2026-07-03,SUMEETINDS,5.34
2026-07-03,SUMICHEM,8.1
2026-07-03,SUMMITSEC,64.0
2026-07-03,SUNCLAY,56.52
2026-07-03,SUNDARAM,74.7
2026-07-03,SUNDARMFIN,55.25
2026-07-03,SUNDRMFAST,53.33
2026-07-03,SUNDROP,79.2
2026-07-03,SUNFLAG,57.46
2026-07-03,SUNPHARMA,46.01
2026-07-03,SUNTECK,53.2
2026-07-03,SUNTV,59.63
2026-07-03,SUPERHOUSE,63.84
2026-07-03,SUPRAJIT,52.04
2026-07-03,SUPREME,35.81
2026-07-03,SUPREMEIND,44.78
2026-07-03,SUPREMEINF,41.68
2026-07-03,SUPRIYA,44.64
2026-07-03,SURAJEST,56.67
2026-07-03,SURAJLTD,97.29
2026-07-03,SURAKSHA,82.3
2026-07-03,SURANASOL,45.12
2026-07-03,SURANAT&P,66.05
2026-07-03,SURYALA,98.49
2026-07-03,SURYALAXMI,73.54
2026-07-03,SURYAROSNI,49.38
2026-07-03,SURYODAY,60.15
2026-07-03,SUVEN,15.01
2026-07-03,SUVIDHAA,74.11
2026-07-03,SUYOG,49.48
2026-07-03,SUZLON,39.95
2026-07-03,SWANCORP,52.62
2026-07-03,SWARAJENG,51.31
2026-07-03,SWELECTES,45.52
2026-07-03,SWIGGY,45.24
2026-07-03,SWSOLAR,41.68
2026-07-03,SYMPHONY,54.95
2026-07-03,SYNCOMF,51.85
2026-07-03,SYNGENE,58.49
2026-07-03,SYRMA,43.94
2026-07-03,TAALTECH,54.14
2026-07-03,TAINWALCHM,85.23
2026-07-03,TAJGVK,57.02
2026-07-03,TALBROAUTO,49.0
2026-07-03,TANLA,44.23
2026-07-03,TARACHAND,67.53
2026-07-03,TARAPUR,57.65
2026-07-03,TARC,58.05
2026-07-03,TARIL,47.75
2026-07-03,TARMAT,84.5
2026-07-03,TARSONS,31.57
2026-07-03,TASTYBITE,52.17
2026-07-03,TATACAP,57.65
2026-07-03,TATACHEM,39.76
2026-07-03,TATACOMM,47.55
2026-07-03,TATACONSUM,51.12
2026-07-03,TATAELXSI,33.99
2026-07-03,TATAGOLD,44.25
2026-07-03,TATAINVEST,42.83
2026-07-03,TATAPOWER,52.82
2026-07-03,TATASTEEL,45.64
2026-07-03,TATATECH,27.67
2026-07-03,TATSILV,45.85
2026-07-03,TATVA,57.89
2026-07-03,TBOTEK,47.0
2026-07-03,TBZ,49.46
2026-07-03,TCC,75.59
2026-07-03,TCI,67.65
2026-07-03,TCIEXP,52.89
2026-07-03,TCPLPACK,48.82
2026-07-03,TCS,48.69
2026-07-03,TDPOWERSYS,54.1
2026-07-03,TEAMGTY,75.98
2026-07-03,TEAMLEASE,38.04
2026-07-03,TECH,54.52
2026-07-03,TECHM,31.81
2026-07-03,TECHNOE,63.62
2026-07-03,TECHNVISN,76.18
2026-07-03,TECILCHEM,99.31
2026-07-03,TEGA,68.15
2026-07-03,TEJASNET,31.42
2026-07-03,TEMBO,52.32
2026-07-03,TENNIND,59.69
2026-07-03,TERASOFT,60.74
2026-07-03,TEXINFRA,60.4
2026-07-03,TEXMOPIPES,68.46
2026-07-03,TEXRAIL,45.68
2026-07-03,TFCILTD,44.89
2026-07-03,TFL,71.97
2026-07-03,TGBHOTELS,88.08
2026-07-03,THAKDEV,100.0
2026-07-03,THANGAMAYL,21.06
2026-07-03,THEINVEST,74.82
2026-07-03,THEJO,52.34
2026-07-03,THELEELA,49.19
2026-07-03,THEMISMED,42.21
2026-07-03,THERMAX,44.67
2026-07-03,THOMASCOOK,41.41
2026-07-03,THOMASCOTT,41.0
2026-07-03,THYROCARE,40.88
2026-07-03,TI,54.56
2026-07-03,TICL,59.19
2026-07-03,TIIL,52.25
2026-07-03,TIINDIA,52.5
2026-07-03,TIJARIA,64.14
2026-07-03,TIL,64.92
2026-07-03,TIMETECHNO,48.8
2026-07-03,TIMEX,37.26
2026-07-03,TIMKEN,57.61
2026-07-03,TINNARUBR,47.19
2026-07-03,TIPSFILMS,81.21
2026-07-03,TIPSMUSIC,50.75
2026-07-03,TIRUMALCHM,46.73
2026-07-03,TIRUPATIFL,53.61
2026-07-03,TITAGARH,33.21
2026-07-03,TITAN,59.5
2026-07-03,TMB,26.46
2026-07-03,TMCV,42.1
2026-07-03,TMPV,43.21
2026-07-03,TNIDETF,63.44
2026-07-03,TNPETRO,50.33
2026-07-03,TNPL,57.25
2026-07-03,TNTELE,74.7
2026-07-03,TOLINS,62.47
2026-07-03,TOP100CASE,72.79
2026-07-03,TOP10ADD,25.83
2026-07-03,TOP15IETF,73.55
2026-07-03,TOP20,71.08
2026-07-03,TORNTPHARM,44.26
2026-07-03,TORNTPOWER,56.86
2026-07-03,TOTAL,72.99
2026-07-03,TOUCHWOOD,72.55
2026-07-03,TPHQ,50.93
2026-07-03,TPLPLASTEH,30.54
2026-07-03,TRACXN,50.82
2026-07-03,TRANSPEK,47.76
2026-07-03,TRANSRAILL,37.92
2026-07-03,TRAVELFOOD,52.85
2026-07-03,TREEHOUSE,99.84
2026-07-03,TREJHARA,65.07
2026-07-03,TREL,40.67
2026-07-03,TRENT,49.02
2026-07-03,TRF,59.24
2026-07-03,TRIDENT,38.16
2026-07-03,TRIGYN,63.63
2026-07-03,TRITURBINE,43.31
2026-07-03,TRIVENI,44.22
2026-07-03,TRU,96.27
2026-07-03,TRUALT,58.29
2026-07-03,TSFINV,58.92
2026-07-03,TTKHLTCARE,88.13
2026-07-03,TTKPRESTIG,49.05
2026-07-03,TTL,72.87
2026-07-03,TTML,46.71
2026-07-03,TURTLEMINT,37.45
2026-07-03,TVSELECT,47.9
2026-07-03,TVSHLTD,49.45
2026-07-03,TVSMOTOR,51.33
2026-07-03,TVSSCS,52.1
2026-07-03,TVSSRICHAK,55.29
2026-07-03,TVTODAY,61.05
2026-07-03,TVVISION,96.96
2026-07-03,TWCGOLDETF,65.06
2026-07-03,UBL,53.93
2026-07-03,UCAL,67.06
2026-07-03,UCOBANK,32.57
2026-07-03,UDS,44.41
2026-07-03,UEL,71.72
2026-07-03,UFBL,57.94
2026-07-03,UFLEX,47.59
2026-07-03,UFO,62.27
2026-07-03,UGARSUGAR,58.43
2026-07-03,UGROCAP,62.44
2026-07-03,UJJIVANSFB,50.23
2026-07-03,ULTRACEMCO,45.34
2026-07-03,ULTRAMAR,65.95
2026-07-03,UMESLTD,68.89
2026-07-03,UMIYA-MRO,98.03
2026-07-03,UNICHEMLAB,29.84
2026-07-03,UNIECOM,16.04
2026-07-03,UNIENTER,62.71
2026-07-03,UNIMECH,46.82
2026-07-03,UNIONBANK,37.54
2026-07-03,UNIONGOLD,99.28
2026-07-03,UNIPARTS,48.05
2026-07-03,UNITDSPR,48.84
2026-07-03,UNITECH,61.84
2026-07-03,UNITEDTEA,75.26
2026-07-03,UNIVCABLES,45.95
2026-07-03,UNOMINDA,38.2
2026-07-03,UPL,39.65
2026-07-03,URBANCO,39.23
2026-07-03,URJA,47.13
2026-07-03,USHAMART,45.77
2026-07-03,USK,84.66
2026-07-03,UTIAMC,52.92
2026-07-03,UTKARSHBNK,50.52
2026-07-03,UTLSOLAR,56.95
2026-07-03,UTTAMSUGAR,42.08
2026-07-03,UYFINCORP,80.22
2026-07-03,V2RETAIL,34.64
2026-07-03,VADILALIND,55.65
2026-07-03,VAIBHAVGBL,48.68
2026-07-03,VAKRANGEE,50.77
2026-07-03,VAL30IETF,61.08
2026-07-03,VALUE,61.78
2026-07-03,VALUEAXIS,79.43
2026-07-03,VAML,43.63
2026-07-03,VARDMNPOLY,64.98
2026-07-03,VARROC,48.56
2026-07-03,VASWANI,31.64
2026-07-03,VBL,54.47
2026-07-03,VCL,71.75
2026-07-03,VEDL,39.93
2026-07-03,VEDPOWER,34.91
2026-07-03,VEEDOL,61.59
2026-07-03,VENKEYS,52.33
2026-07-03,VENTIVE,59.35
2026-07-03,VENUSPIPES,49.96
2026-07-03,VERANDA,63.93
2026-07-03,VESUVIUS,65.13
2026-07-03,VGL,32.89
2026-07-03,VGUARD,61.05
2026-07-03,VHL,84.24
2026-07-03,VIDHIING,61.58
2026-07-03,VIDYAWIRES,53.29
2026-07-03,VIJAYA,39.22
2026-07-03,VIKASECO,63.4
2026-07-03,VIKASLIFE,47.7
2026-07-03,VIKRAMSOLR,44.35
2026-07-03,VIKRAN,40.43
2026-07-03,VIMTALABS,31.82
2026-07-03,VINATIORGA,69.22
2026-07-03,VINCOFE,47.5
2026-07-03,VINDHYATEL,47.52
2026-07-03,VINNY,85.76
2026-07-03,VINYLINDIA,69.54
2026-07-03,VIPIND,55.25
2026-07-03,VIPULLTD,52.58
2026-07-03,VIRINCHI,78.49
2026-07-03,VISAKAIND,41.86
2026-07-03,VISHNU,60.27
2026-07-03,VISHWARAJ,61.46
2026-07-03,VISL,32.98
2026-07-03,VIVIDHA,81.93
2026-07-03,VIYASH,50.05
2026-07-03,VLSFINANCE,45.57
2026-07-03,VMART,52.0
2026-07-03,VMM,49.76
2026-07-03,VOEPL,57.55
2026-07-03,VOGL,33.71
2026-07-03,VOLTAMP,45.26
2026-07-03,VOLTAS,55.36
2026-07-03,VRAJ,86.65
2026-07-03,VRLLOG,47.9
2026-07-03,VSSL,50.8
2026-07-03,VSTIND,62.31
2026-07-03,VSTL,73.18
2026-07-03,VSTTILLERS,69.21
2026-07-03,VTL,47.77
2026-07-03,WAAREEENER,40.16
2026-07-03,WAAREEINDO,67.65
2026-07-03,WAAREERTL,50.7
2026-07-03,WABAG,34.42
2026-07-03,WAKEFIT,44.77
2026-07-03,WALCHANNAG,46.02
2026-07-03,WANBURY,36.67
2026-07-03,WCIL,64.91
2026-07-03,WEALTH,73.36
2026-07-03,WEBELSOLAR,49.56
2026-07-03,WEIZMANIND,71.79
2026-07-03,WEL,51.04
2026-07-03,WELCORP,46.68
2026-07-03,WELENT,62.31
2026-07-03,WELSPLSOL,41.13
2026-07-03,WELSPUNLIV,48.71
2026-07-03,WENDT,56.14
2026-07-03,WESTLIFE,62.09
2026-07-03,WEWORK,29.93
2026-07-03,WHEELS,38.06
2026-07-03,WHIRLPOOL,63.3
2026-07-03,WILLAMAGOR,98.7
2026-07-03,WINDLAS,56.41
2026-07-03,WINDMACHIN,51.87
2026-07-03,WIPL,66.42
2026-07-03,WIPRO,44.31
2026-07-03,WOCKPHARMA,36.32
2026-07-03,WONDERLA,62.94
2026-07-03,WORTHPERI,75.35
2026-07-03,WPIL,50.82
2026-07-03,WSI,92.64
2026-07-03,WSTCSTPAPR,50.51
2026-07-03,XCHANGING,45.86
2026-07-03,XELPMOC,79.81
2026-07-03,XPROINDIA,36.16
2026-07-03,XTGLOBAL,23.98
2026-07-03,YASHO,53.83
2026-07-03,YATHARTH,48.94
2026-07-03,YATRA,49.68
2026-07-03,YESBANK,34.72
2026-07-03,YUKEN,70.74
2026-07-03,ZAGGLE,37.49
2026-07-03,ZEEL,27.97
2026-07-03,ZEEMEDIA,61.04
2026-07-03,ZENITHEXPO,96.72
2026-07-03,ZENITHSTL,87.44
2026-07-03,ZENSARTECH,5.25
2026-07-03,ZENTEC,37.84
2026-07-03,ZFCVINDIA,46.88
2026-07-03,ZFSTEERING,66.96
2026-07-03,ZODIACLOTH,71.42
2026-07-03,ZOTA,53.0
2026-07-03,ZSARACOM,88.24
2026-07-03,ZUARI,28.0
2026-07-03,ZUARIIND,44.9
2026-07-03,ZYDUSLIFE,48.45
2026-07-03,ZYDUSWELL,34.4
2026-07-06,20MICRONS,42.52
2026-07-06,21STCENMGM,61.37
2026-07-06,360ONE,62.56
2026-07-06,3BBLACKBIO,37.23
2026-07-06,3IINFOLTD,57.37
2026-07-06,3MINDIA,48.33
2026-07-06,3PLAND,66.06
2026-07-06,5PAISA,46.14
2026-07-06,63MOONS,39.41
2026-07-06,A2ZINFRA,70.14
2026-07-06,AAATECH,68.35
2026-07-06,AADHARHFC,49.31
2026-07-06,AAKASH,60.93
2026-07-06,AARNAV,54.73
2026-07-06,AARON,66.94
2026-07-06,AARTECH,41.84
2026-07-06,AARTIDRUGS,62.96
2026-07-06,AARTIIND,41.38
2026-07-06,AARTIPHARM,46.55
2026-07-06,AARTISURF,69.13
2026-07-06,AARVI,61.35
2026-07-06,AAVAS,50.53
2026-07-06,ABB,35.72
2026-07-06,ABBOTINDIA,53.17
2026-07-06,ABCAPITAL,37.88
2026-07-06,ABCOTS,61.75
2026-07-06,ABDL,20.04
2026-07-06,ABFRL,41.58
2026-07-06,ABGSEC,93.63
2026-07-06,ABINFRA,25.59
2026-07-06,ABLBL,63.73
2026-07-06,ABMINTLLTD,46.67
2026-07-06,ABMKNO,86.92
2026-07-06,ABREL,38.25
2026-07-06,ABSL10BANK,99.49
2026-07-06,ABSLAMC,51.87
2026-07-06,ABSLBANETF,43.67
2026-07-06,ABSLLIQUID,64.5
2026-07-06,ABSLMSCIN,95.25
2026-07-06,ABSLNN50ET,71.89
2026-07-06,ABSLPSE,90.56
2026-07-06,ACC,41.44
2026-07-06,ACCELYA,68.62
2026-07-06,ACE,41.83
2026-07-06,ACEINTEG,74.84
2026-07-06,ACI,53.19
2026-07-06,ACL,70.48
2026-07-06,ACMESOLAR,41.6
2026-07-06,ACSTECH,78.53
2026-07-06,ACUTAAS,49.89
2026-07-06,ADANIENSOL,30.8
2026-07-06,ADANIENT,38.69
2026-07-06,ADANIGREEN,21.1
2026-07-06,ADANIPORTS,57.82
2026-07-06,ADANIPOWER,37.8
2026-07-06,ADFFOODS,41.18
2026-07-06,ADL,86.39
2026-07-06,ADOR,56.9
2026-07-06,ADROITINFO,74.26
2026-07-06,ADSL,53.36
2026-07-06,ADVAIT,48.73
2026-07-06,ADVANCE,55.6
2026-07-06,ADVANIHOTR,58.38
2026-07-06,ADVENTHTL,8.2
2026-07-06,ADVENZYMES,58.32
2026-07-06,AEGISLOG,12.6
2026-07-06,AEGISVOPAK,13.93
2026-07-06,AEPL,65.65
2026-07-06,AEQUS,25.47
2026-07-06,AEROENTER,39.22
2026-07-06,AEROFLEX,38.51
2026-07-06,AERONEU,42.31
2026-07-06,AETHER,45.14
2026-07-06,AFCONS,43.29
2026-07-06,AFFLE,49.96
2026-07-06,AFSL,53.9
2026-07-06,AGARIND,57.41
2026-07-06,AGARWALEYE,40.91
2026-07-06,AGI,53.78
2026-07-06,AGIIL,12.58
2026-07-06,AGROPHOS,62.13
2026-07-06,AHCL,61.88
2026-07-06,AHLADA,50.9
2026-07-06,AHLEAST,97.25
2026-07-06,AHLUCONT,67.47
2026-07-06,AIAENG,45.15
2026-07-06,AIIL,53.34
2026-07-06,AIRAN,77.87
2026-07-06,AIROLAM,71.67
2026-07-06,AJANTPHARM,44.96
2026-07-06,AJAXENGG,47.63
2026-07-06,AJMERA,47.54
2026-07-06,AJOONI,57.46
2026-07-06,AKASH,71.24
2026-07-06,AKCAPIT,93.39
2026-07-06,AKG,76.84
2026-07-06,AKI,59.62
2026-07-06,AKSHAR,63.63
2026-07-06,AKUMS,57.41
2026-07-06,ALANKIT,81.08
2026-07-06,ALBERTDAVD,55.26
2026-07-06,ALEMBICLTD,52.24
2026-07-06,ALGOQUANT,20.05
2026-07-06,ALICON,68.38
2026-07-06,ALIVUS,50.6
2026-07-06,ALKEM,55.97
2026-07-06,ALKYLAMINE,41.6
2026-07-06,ALLCARGO,53.3
2026-07-06,ALLDIGI,71.11
2026-07-06,ALLTIME,37.17
2026-07-06,ALMONDZ,72.03
2026-07-06,ALOKINDS,62.36
2026-07-06,ALPA,52.17
2026-07-06,ALPHA,69.11
2026-07-06,ALPHAETF,59.45
2026-07-06,ALPHAGEO,62.5
2026-07-06,ALPL30IETF,66.69
2026-07-06,AMAGI,45.33
2026-07-06,AMBALALSA,58.65
2026-07-06,AMBER,35.3
2026-07-06,AMBICAAGAR,61.54
2026-07-06,AMBIKCO,64.02
2026-07-06,AMBUJACEM,52.27
2026-07-06,AMDIND,72.76
2026-07-06,AMIRCHAND,60.77
2026-07-06,AMJLAND,82.65
2026-07-06,AMNPLST,63.84
2026-07-06,AMRUTANJAN,64.11
2026-07-06,ANANDRATHI,55.01
2026-07-06,ANANTRAJ,42.37
2026-07-06,ANDHRAPAP,67.33
2026-07-06,ANDHRSUGAR,9.96
2026-07-06,ANGELONE,40.84
2026-07-06,ANMOL,65.61
2026-07-06,ANTELOPUS,52.52
2026-07-06,ANTGRAPHIC,85.09
2026-07-06,ANTHEM,64.39
2026-07-06,ANUHPHR,49.8
2026-07-06,ANUP,44.02
2026-07-06,ANURAS,37.12
2026-07-06,AONEGOLD,79.56
2026-07-06,AONELIQUID,95.91
2026-07-06,AONENIFTY,95.44
2026-07-06,AONESILVER,61.13
2026-07-06,AONETMMQ50,65.45
2026-07-06,AONETOTAL,72.2
2026-07-06,APARINDS,36.2
2026-07-06,APCL,70.83
2026-07-06,APCOTEXIND,65.5
2026-07-06,APEX,40.52
2026-07-06,APLAPOLLO,45.08
2026-07-06,APLLTD,66.38
2026-07-06,APOLLO,24.56
2026-07-06,APOLLOHOSP,62.46
2026-07-06,APOLLOPIPE,61.75
2026-07-06,APOLLOTYRE,37.79
2026-07-06,APOLSINHOT,73.19
2026-07-06,APTUS,54.5
2026-07-06,AQYLON,48.05
2026-07-06,ARCHIDPLY,85.59
2026-07-06,ARCHIES,67.76
2026-07-06,ARE&M,48.3
2026-07-06,ARENTERP,63.78
2026-07-06,ARFIN,9.44
2026-07-06,ARIES,73.95
2026-07-06,ARIHANT,68.97
2026-07-06,ARIHANTCAP,21.41
2026-07-06,ARIHANTSUP,55.02
2026-07-06,ARIS,62.06
2026-07-06,ARKADE,37.35
2026-07-06,ARMANFIN,51.68
2026-07-06,AROGRANITE,69.78
2026-07-06,ARSSBL,39.39
2026-07-06,ARTEMISMED,38.35
2026-07-06,ARTNIRMAN,17.47
2026-07-06,ARVEE,49.91
2026-07-06,ARVIND,57.44
2026-07-06,ARVINDFASN,64.29
2026-07-06,ARVSMART,61.27
2026-07-06,ASAHIINDIA,45.37
2026-07-06,ASAHISONG,84.66
2026-07-06,ASAL,54.94
2026-07-06,ASALCBR,57.53
2026-07-06,ASHAPURMIN,38.3
2026-07-06,ASHIANA,58.87
2026-07-06,ASHIKA,43.82
2026-07-06,ASHIMASYN,83.64
2026-07-06,ASHOKA,49.57
2026-07-06,ASHOKAMET,69.4
2026-07-06,ASHOKLEY,41.21
2026-07-06,ASIANENE,52.15
2026-07-06,ASIANHOTNR,16.87
2026-07-06,ASIANPAINT,64.92
2026-07-06,ASIANTILES,52.6
2026-07-06,ASKAUTOLTD,51.38
2026-07-06,ASPINWALL,85.71
2026-07-06,ASTAR,50.0
2026-07-06,ASTEC,61.54
2026-07-06,ASTERDM,52.58
2026-07-06,ASTRAL,39.98
2026-07-06,ASTRAMICRO,43.73
2026-07-06,ASTRAZEN,45.67
2026-07-06,ATALREAL,37.9
2026-07-06,ATAM,86.02
2026-07-06,ATGL,22.78
2026-07-06,ATHERENERG,34.94
2026-07-06,ATL,74.09
2026-07-06,ATLANTAA,70.01
2026-07-06,ATLANTAELE,49.07
2026-07-06,ATLASCYCLE,74.52
2026-07-06,ATUL,54.36
2026-07-06,ATULAUTO,36.38
2026-07-06,AUBANK,52.05
2026-07-06,AURIGROW,45.53
2026-07-06,AURIONPRO,42.1
2026-07-06,AUROPHARMA,44.25
2026-07-06,AURUM,68.47
2026-07-06,AUTOAXLES,51.46
2026-07-06,AUTOBEES,56.27
2026-07-06,AUTOIETF,75.6
2026-07-06,AVALON,56.03
2026-07-06,AVANTEL,38.23
2026-07-06,AVANTIFEED,36.02
2026-07-06,AVL,74.91
2026-07-06,AVONMORE,76.09
2026-07-06,AVROIND,72.46
2026-07-06,AVTNPL,51.06
2026-07-06,AWFIS,49.91
2026-07-06,AWHCL,52.14
2026-07-06,AWL,49.45
2026-07-06,AXISBANK,52.88
2026-07-06,AXISCADES,72.59
2026-07-06,AXITA,62.49
2026-07-06,AYE,34.06
2026-07-06,AYMSYNTEX,49.37
2026-07-06,AZAD,42.66
2026-07-06,BAGFILMS,85.17
2026-07-06,BAIDFIN,87.43
2026-07-06,BAJAJ-AUTO,42.11
2026-07-06,BAJAJCON,46.13
2026-07-06,BAJAJELEC,52.92
2026-07-06,BAJAJFINSV,67.1
2026-07-06,BAJAJHCARE,44.03
2026-07-06,BAJAJHFL,45.27
2026-07-06,BAJAJHIND,33.51
